date,maxTemp,minTemp,meanTemp,heatDegDays,coolDegDays,totalRainMM,totalSnowCM,totalPrecipMM,snowOnGroundCM,dirOfMaxGust10sDEG,spdOfMaxGustKMH,season
2012-03-26,4.7,-4.25,0.25,17.75,0.0,0.0,0.0,0.1,0.0,35.0,46.0,spring
2012-03-27,8.95,-6.65,1.2,16.8,0.0,0.0,0.0,0.0,0.0,17.0,39.0,spring
2012-03-28,18.75,3.25,11.05,6.95,0.0,,0.0,0.0,0.0,30.0,59.0,spring
2012-03-29,3.6,-0.95,1.35,16.65,0.0,0.0,0.0,0.0,0.0,31.0,35.0,spring
2012-03-30,5.85,-3.0,1.45,16.55,0.0,2.2,,2.6,0.0,9.0,56.0,spring
2012-03-31,6.65,-0.25,3.25,14.75,0.0,0.0,0.0,0.0,0.0,,31.0,spring
2012-04-01,5.550000000000001,1.8,3.7,14.3,0.0,1.6,0.0,1.8,0.0,19.0,37.0,spring
2012-04-02,12.7,-0.55,6.1,11.9,0.0,0.0,0.0,0.0,0.0,,31.0,spring
2012-04-03,13.75,-1.6,6.1,11.9,0.0,,0.0,0.0,0.0,,31.0,spring
2012-04-04,11.7,0.9,6.35,11.65,0.0,0.0,0.0,0.0,0.0,13.0,52.0,spring
2012-04-05,8.649999999999999,-1.5,3.5999999999999996,14.399999999999999,0.0,0.0,0.0,0.0,0.0,2.0,35.0,spring
2012-04-06,13.399999999999999,-1.9500000000000002,5.75,12.25,0.0,0.0,0.0,0.0,0.0,30.0,41.0,spring
2012-04-07,15.149999999999999,-2.95,6.1,11.9,0.0,0.0,0.0,0.1,0.0,30.0,35.0,spring
2012-04-08,13.15,-0.15,6.550000000000001,11.45,0.0,0.4,0.0,0.35,0.0,31.0,54.0,spring
2012-04-09,12.4,1.2000000000000002,6.85,11.149999999999999,0.0,0.0,0.0,0.0,0.0,29.0,52.0,spring
2012-04-10,8.15,0.7,4.45,13.55,0.0,0.5,,0.75,0.0,29.0,44.0,spring
2012-04-11,9.2,0.2,4.75,13.25,0.0,0.0,0.0,0.25,0.0,32.0,43.0,spring
2012-04-12,12.3,-1.7,5.300000000000001,12.7,0.0,0.0,0.0,0.1,0.0,,31.0,spring
2012-04-13,16.0,-2.7,6.65,11.350000000000001,0.0,,0.0,0.0,0.0,29.0,35.0,spring
2012-04-14,13.85,1.8,7.85,10.149999999999999,0.0,0.4,0.0,0.45,0.0,20.0,46.0,spring
2012-04-15,21.35,11.1,16.25,1.75,0.0,,,5.6,,20.0,39.0,spring
2012-04-16,23.3,6.6,14.95,3.05,0.0,,,0.0,,22.0,96.0,spring
2012-04-17,9.0,0.15,4.6,13.399999999999999,0.0,,,0.2,,33.0,35.0,spring
2012-04-18,13.95,-2.05,5.95,12.05,0.0,,,0.0,,17.0,32.0,spring
2012-04-19,21.7,4.85,13.3,4.7,0.0,,,0.6,,23.0,33.0,spring
2012-04-20,21.9,3.1,12.5,5.5,0.0,,,5.3,,21.0,52.0,spring
2012-04-21,6.75,2.1,4.45,13.55,0.0,,,1.3,,35.0,39.0,spring
2012-04-22,11.35,3.3499999999999996,7.35,10.649999999999999,0.0,,,0.0,,3.0,43.0,spring
2012-04-23,8.95,3.8,6.4,11.6,0.0,,,0.0,,33.0,80.0,spring
2012-04-24,9.9,0.6,5.25,12.75,0.0,,,1.9,,32.0,76.0,spring
2012-04-25,15.350000000000001,-1.6,6.9,11.1,0.0,,,0.0,,25.0,35.0,spring
2012-04-26,14.350000000000001,2.2,8.3,9.7,0.0,,,0.2,,32.0,56.0,spring
2012-04-27,7.949999999999999,-2.45,2.8,15.2,0.0,,,0.0,,32.0,54.0,spring
2012-04-28,9.75,-4.35,2.75,15.25,0.0,,,0.0,,,31.0,spring
2012-04-29,16.25,-4.7,5.800000000000001,12.2,0.0,,,0.0,,31.0,48.0,spring
2012-04-30,8.55,3.6,6.1,11.899999999999999,0.0,,,11.9,,11.0,37.0,spring
2012-05-01,12.600000000000001,6.699999999999999,9.65,8.35,0.0,,,0.2,,34.0,32.0,spring
2012-05-02,22.95,7.95,15.45,2.55,0.0,,,0.0,,22.0,35.0,spring
2012-05-03,28.450000000000003,9.85,19.15,0.0,1.15,,,10.2,,20.0,54.0,spring
2012-05-04,22.8,14.85,18.85,0.0,0.8500000000000001,,,0.8,,25.0,33.0,spring
2012-05-05,18.7,8.8,13.8,4.199999999999999,0.0,,,0.0,,7.0,39.0,spring
2012-05-06,20.7,8.15,14.45,3.55,0.0,,,0.0,,8.0,33.0,spring
2012-05-07,15.850000000000001,12.25,14.05,3.95,0.0,,,2.6,,,31.0,spring
2012-05-08,18.05,10.65,14.35,3.65,0.0,,,7.4,,29.0,33.0,spring
2012-05-09,17.35,6.300000000000001,11.850000000000001,6.15,0.0,,,0.2,,30.0,46.0,spring
2012-05-10,14.65,3.95,9.3,8.7,0.0,,,0.0,,32.0,52.0,spring
2012-05-11,21.549999999999997,3.0,12.3,5.699999999999999,0.0,,,0.0,,29.0,37.0,spring
2012-05-12,23.5,12.0,17.799999999999997,0.2,0.0,,,0.6,,23.0,41.0,spring
2012-05-13,20.450000000000003,7.050000000000001,13.75,4.25,0.0,,,0.3,,,31.0,spring
2012-05-14,23.6,3.35,13.5,4.5,0.0,,,0.0,,,31.0,spring
2012-05-15,23.9,5.800000000000001,14.85,3.15,0.0,,,0.0,,30.0,50.0,spring
2012-05-16,16.5,3.0999999999999996,9.8,8.2,0.0,,,1.7,,33.0,52.0,spring
2012-05-17,17.700000000000003,2.0,9.850000000000001,8.149999999999999,0.0,,,0.0,,,31.0,spring
2012-05-18,24.05,3.6,13.850000000000001,4.15,0.0,,,0.0,,,31.0,spring
2012-05-19,28.05,8.7,18.4,0.0,0.39999999999999997,,,0.0,,,31.0,spring
2012-05-20,30.0,10.350000000000001,20.2,0.0,2.2,,,0.0,,18.0,50.0,spring
2012-05-21,27.450000000000003,11.25,19.35,0.0,1.35,,,0.0,,36.0,35.0,spring
2012-05-22,21.45,8.600000000000001,15.05,2.95,0.0,,,0.0,,31.0,32.0,spring
2012-05-23,24.9,7.699999999999999,16.35,1.65,0.0,,,0.0,,,31.0,spring
2012-05-24,27.3,13.600000000000001,20.5,0.0,2.5,,,0.0,,13.0,43.0,spring
2012-05-25,30.95,15.2,23.1,0.0,5.1,,,0.0,,20.0,46.0,spring
2012-05-26,26.6,15.350000000000001,21.0,0.0,3.0,,,0.0,,,31.0,spring
2012-05-27,21.65,14.7,18.2,0.0,0.2,,,4.2,,30.0,50.0,spring
2012-05-28,31.1,16.15,23.65,0.0,5.65,,,0.0,,19.0,46.0,spring
2012-05-29,25.35,17.0,21.2,0.0,3.2,,,4.0,,22.0,54.0,spring
2012-05-30,21.049999999999997,8.85,15.0,3.0,0.0,,,0.2,,30.0,32.0,spring
2012-05-31,19.15,6.550000000000001,12.85,5.15,0.0,,,0.0,,8.0,43.0,spring
2012-06-01,16.0,10.4,13.2,4.8,0.0,,,39.6,,,,summer
2012-06-02,19.200000000000003,8.9,14.1,3.9,0.0,,,3.5,,16.0,57.0,summer
2012-06-03,20.15,9.2,14.7,3.3,0.0,,,2.7,,28.0,41.0,summer
2012-06-04,18.65,8.45,13.6,4.4,0.0,,,5.7,,5.0,37.0,summer
2012-06-05,19.55,8.8,14.2,3.8,0.0,,,0.0,,7.0,35.0,summer
2012-06-06,22.8,8.8,15.850000000000001,2.15,0.0,,,0.0,,29.0,39.0,summer
2012-06-07,25.05,10.05,17.549999999999997,0.44999999999999996,0.0,,,0.0,,29.0,41.0,summer
2012-06-08,27.05,10.1,18.6,0.0,0.6000000000000001,,,0.0,,29.0,43.0,summer
2012-06-09,27.85,16.450000000000003,22.2,0.0,4.2,,,2.5,,20.0,37.0,summer
2012-06-10,31.15,14.2,22.7,0.0,4.7,,,0.0,,19.0,33.0,summer
2012-06-11,27.700000000000003,17.15,22.45,0.0,4.45,,,0.8,,17.0,44.0,summer
2012-06-12,25.200000000000003,9.85,17.55,0.45,0.0,,,1.9,,30.0,44.0,summer
2012-06-13,21.8,7.85,14.850000000000001,3.1500000000000004,0.0,,,0.0,,34.0,39.0,summer
2012-06-14,24.9,8.55,16.75,1.25,0.0,,,0.0,,10.0,41.0,summer
2012-06-15,27.6,12.399999999999999,20.0,0.0,2.0,,,0.0,,15.0,56.0,summer
2012-06-16,27.950000000000003,15.85,21.950000000000003,0.0,3.9499999999999997,,,0.0,,15.0,46.0,summer
2012-06-17,24.549999999999997,17.75,21.2,0.0,3.2,,,5.1,,18.0,41.0,summer
2012-06-18,27.55,17.0,22.3,0.0,4.3,,,0.0,,19.0,37.0,summer
2012-06-19,32.6,21.05,26.85,0.0,8.850000000000001,,,0.0,,22.0,37.0,summer
2012-06-20,32.7,22.5,27.6,0.0,9.600000000000001,,,0.0,,23.0,44.0,summer
2012-06-21,32.7,18.25,25.5,0.0,7.5,,,25.8,,2.0,61.0,summer
2012-06-22,25.5,14.95,20.25,0.0,2.25,,,0.0,,32.0,33.0,summer
2012-06-23,25.3,12.45,18.9,0.0,0.9,,,0.0,,,31.0,summer
2012-06-24,26.65,14.35,20.5,0.0,2.5,,,1.0,,35.0,43.0,summer
2012-06-25,20.35,12.05,16.25,1.75,0.0,,,0.0,,1.0,48.0,summer
2012-06-26,24.35,11.3,17.85,0.15000000000000002,0.0,,,0.0,,34.0,52.0,summer
2012-06-27,28.65,11.75,20.25,0.0,2.25,,,0.0,,30.0,35.0,summer
2012-06-28,31.65,16.25,24.0,0.0,6.0,,,0.0,,,31.0,summer
2012-06-29,31.9,19.3,25.65,0.0,7.65,,,0.0,,28.0,43.0,summer
2012-06-30,32.1,16.65,24.4,0.0,6.4,,,0.0,,30.0,44.0,summer
2012-07-01,28.95,15.75,22.35,0.0,4.35,,,0.0,,13.0,50.0,summer
2012-07-02,31.1,13.6,22.4,0.0,4.4,,,0.0,,13.0,33.0,summer
2012-07-03,26.85,17.799999999999997,22.35,0.0,4.35,,,2.7,,13.0,41.0,summer
2012-07-04,33.75,18.25,26.049999999999997,0.0,8.05,,,11.9,,13.0,46.0,summer
2012-07-05,30.35,20.85,25.6,0.0,7.6,,,0.0,,13.0,44.0,summer
2012-07-06,33.0,20.450000000000003,26.75,0.0,8.75,,,0.0,,13.0,33.0,summer
2012-07-07,31.8,18.1,24.95,0.0,6.95,,,0.0,,13.0,46.0,summer
2012-07-08,28.8,14.35,21.6,0.0,3.5999999999999996,,,0.0,,13.0,56.0,summer
2012-07-09,27.85,12.5,20.200000000000003,0.0,2.2,,,0.0,,,31.0,summer
2012-07-10,27.549999999999997,13.5,20.549999999999997,0.0,2.55,,,0.0,,13.0,32.0,summer
2012-07-11,28.5,12.4,20.5,0.0,2.5,,,0.0,,,,summer
2012-07-12,30.7,12.4,21.6,0.0,3.6,,,0.0,,1.0,33.0,summer
2012-07-13,31.5,16.1,23.85,0.0,5.85,,,0.0,,13.0,37.0,summer
2012-07-14,28.15,16.1,22.15,0.0,4.15,,,0.0,,13.0,35.0,summer
2012-07-15,28.9,19.4,24.200000000000003,0.0,6.199999999999999,,,3.1,,13.0,39.0,summer
2012-07-16,31.85,17.9,24.9,0.0,6.9,,,,,13.0,35.0,summer
2012-07-17,35.45,22.75,29.1,0.0,11.1,,,0.0,,13.0,48.0,summer
2012-07-18,30.05,19.3,24.700000000000003,0.0,6.699999999999999,,,0.0,,13.0,41.0,summer
2012-07-19,22.1,17.15,19.65,0.0,1.65,,,0.8,,7.0,35.0,summer
2012-07-20,25.85,11.65,18.75,0.0,0.75,,,2.0,,6.0,44.0,summer
2012-07-21,27.9,10.55,19.25,0.0,1.25,,,0.0,,13.0,32.0,summer
2012-07-22,31.35,18.6,25.0,0.0,7.0,,,0.0,,13.0,39.0,summer
2012-07-23,33.150000000000006,21.25,27.25,0.0,9.25,,,0.0,,20.0,57.0,summer
2012-07-24,27.75,15.1,21.450000000000003,0.0,3.45,,,0.0,,,31.0,summer
2012-07-25,27.05,10.7,18.9,0.0,0.9,,,0.0,,,31.0,summer
2012-07-26,27.200000000000003,19.1,23.2,0.0,5.2,,,9.7,,,31.0,summer
2012-07-27,27.0,17.0,22.05,0.0,4.05,,,11.5,,,31.0,summer
2012-07-28,27.799999999999997,16.6,22.2,0.0,4.2,,,0.9,,,31.0,summer
2012-07-29,27.6,13.1,20.35,0.0,2.35,,,0.0,,,31.0,summer
2012-07-30,28.75,12.25,20.549999999999997,0.0,2.55,,,0.0,,,,summer
2012-07-31,32.2,14.0,23.1,0.0,5.1,,,0.2,,,31.0,summer
2012-08-01,28.200000000000003,14.45,21.35,0.0,3.35,,,0.0,,,31.0,summer
2012-08-02,28.85,13.25,21.1,0.0,3.1,,,0.0,,,31.0,summer
2012-08-03,33.2,18.450000000000003,25.85,0.0,7.85,,,0.0,,,31.0,summer
2012-08-04,32.25,20.25,26.299999999999997,0.0,8.3,,,0.0,,,31.0,summer
2012-08-05,28.15,15.65,21.9,0.0,3.9,,,1.8,,,31.0,summer
2012-08-06,27.0,12.0,19.5,0.0,1.5,,,0.0,,,31.0,summer
2012-08-07,29.05,11.35,20.200000000000003,0.0,2.2,,,0.0,,,31.0,summer
2012-08-08,29.75,15.5,22.65,0.0,4.65,,,0.0,,,31.0,summer
2012-08-09,19.35,16.4,17.9,0.15,0.05,,,5.6,,,31.0,summer
2012-08-10,24.5,16.3,20.45,0.0,2.45,,,22.3,,,31.0,summer
2012-08-11,22.4,15.75,19.1,0.0,1.1,,,6.8,,,31.0,summer
2012-08-12,24.9,15.85,20.4,0.0,2.4000000000000004,,,6.2,,,31.0,summer
2012-08-13,25.95,14.8,20.4,0.0,2.4,,,0.9,,,31.0,summer
2012-08-14,23.35,13.55,18.450000000000003,0.0,0.45,,,14.9,,,31.0,summer
2012-08-15,26.05,11.25,18.7,0.0,0.7,,,0.0,,,31.0,summer
2012-08-16,26.75,12.75,19.75,0.0,1.75,,,0.0,,,31.0,summer
2012-08-17,22.9,11.5,17.25,0.75,0.0,,,1.4,,,31.0,summer
2012-08-18,23.1,8.25,15.7,2.3,0.0,,,0.0,,,31.0,summer
2012-08-19,23.85,9.8,16.85,1.15,0.0,,,0.0,,,31.0,summer
2012-08-20,22.9,8.75,15.850000000000001,2.15,0.0,,,0.0,,,31.0,summer
2012-08-21,24.65,6.5,15.600000000000001,2.4,0.0,,,0.0,,,31.0,summer
2012-08-22,26.0,9.5,17.75,0.25,0.0,,,0.0,,,31.0,summer
2012-08-23,27.8,11.8,19.85,0.0,1.85,,,0.0,,,31.0,summer
2012-08-24,29.0,11.75,20.4,0.0,2.4000000000000004,,,0.0,,,31.0,summer
2012-08-25,30.1,16.05,23.1,0.0,5.1,,,0.0,,,31.0,summer
2012-08-26,27.799999999999997,17.45,22.65,0.0,4.65,,,0.0,,,31.0,summer
2012-08-27,25.0,17.65,21.35,0.0,3.35,,,1.1,,,31.0,summer
2012-08-28,26.35,12.7,19.549999999999997,0.0,1.5499999999999998,,,0.0,,,31.0,summer
2012-08-29,24.6,8.6,16.6,1.4,0.0,,,0.0,,,31.0,summer
2012-08-30,27.25,9.55,18.45,0.0,0.45,,,0.0,,,31.0,summer
2012-08-31,34.0,17.35,25.7,0.0,7.7,,,0.0,,,31.0,summer
2012-09-01,29.05,14.399999999999999,21.75,0.0,3.75,,,0.0,,,,fall
2012-09-02,26.75,14.5,20.65,0.0,2.65,,,0.0,,,31.0,fall
2012-09-03,31.1,15.65,23.4,0.0,5.4,,,0.0,,,31.0,fall
2012-09-04,23.6,14.600000000000001,19.1,0.0,1.1,,,12.6,,,31.0,fall
2012-09-05,27.75,15.1,21.45,0.0,3.45,,,0.0,,,31.0,fall
2012-09-06,28.6,14.25,21.45,0.0,3.45,,,0.0,,,31.0,fall
2012-09-07,26.55,13.9,20.25,0.0,2.25,,,6.4,,,31.0,fall
2012-09-08,20.450000000000003,13.25,16.9,1.1,0.0,,,21.8,,,31.0,fall
2012-09-09,20.4,8.2,14.350000000000001,3.6500000000000004,0.0,,,0.8,,,31.0,fall
2012-09-10,21.5,8.2,14.899999999999999,3.0999999999999996,0.0,,,0.0,,,31.0,fall
2012-09-11,24.3,7.15,15.75,2.25,0.0,,,0.0,,,31.0,fall
2012-09-12,25.9,12.5,19.2,0.0,1.2,,,0.0,,,31.0,fall
2012-09-13,28.1,13.5,20.8,0.0,2.8,,,0.0,,,,fall
2012-09-14,18.75,7.75,13.3,4.699999999999999,0.0,,,8.8,,,31.0,fall
2012-09-15,19.35,6.85,13.100000000000001,4.9,0.0,,,0.0,,,31.0,fall
2012-09-16,24.299999999999997,6.4,15.4,2.6,0.0,,,0.0,,,31.0,fall
2012-09-17,23.0,10.0,16.5,1.5,0.0,,,0.0,,,31.0,fall
2012-09-18,17.5,10.5,14.05,3.95,0.0,,,26.4,,,,fall
2012-09-19,16.4,4.35,10.4,7.6,0.0,,,0.2,,,31.0,fall
2012-09-20,17.35,12.2,14.8,3.2,0.0,,,3.0,,,31.0,fall
2012-09-21,20.049999999999997,7.8,13.95,4.05,0.0,,,6.3,,,31.0,fall
2012-09-22,15.5,7.15,11.35,6.65,0.0,,,2.1,,,31.0,fall
2012-09-23,13.85,3.5999999999999996,8.75,9.25,0.0,,,0.0,,,31.0,fall
2012-09-24,15.45,2.2,8.850000000000001,9.149999999999999,0.0,,,0.0,,,31.0,fall
2012-09-25,19.450000000000003,9.95,14.7,3.3,0.0,,,0.0,,,31.0,fall
2012-09-26,19.15,4.7,11.95,6.05,0.0,,,0.0,,,31.0,fall
2012-09-27,17.299999999999997,3.55,10.45,7.55,0.0,,,0.0,,,31.0,fall
2012-09-28,17.85,2.8499999999999996,10.35,7.65,0.0,,,0.0,,,31.0,fall
2012-09-29,18.35,4.35,11.399999999999999,6.6,0.0,,,5.9,,,31.0,fall
2012-09-30,17.549999999999997,6.15,11.850000000000001,6.15,0.0,,,0.2,,,31.0,fall
2012-10-01,18.55,3.6500000000000004,11.15,6.85,0.0,,,0.0,,,31.0,fall
2012-10-02,20.700000000000003,9.2,14.95,3.05,0.0,,,0.0,,,31.0,fall
2012-10-03,22.299999999999997,14.850000000000001,18.6,0.0,0.6,,,0.8,,,31.0,fall
2012-10-04,22.5,14.2,18.4,0.0,0.4,,,0.0,,,31.0,fall
2012-10-05,18.45,6.949999999999999,12.7,5.3,0.0,,,7.4,,,31.0,fall
2012-10-06,9.05,5.1,7.1,10.9,0.0,,,0.2,,,31.0,fall
2012-10-07,9.05,0.3,4.7,13.3,0.0,,,0.0,,,31.0,fall
2012-10-08,11.95,0.6,6.3,11.7,0.0,,,0.0,,,31.0,fall
2012-10-09,13.399999999999999,2.05,7.75,10.25,0.0,,,0.0,,,31.0,fall
2012-10-10,11.8,1.25,6.55,11.45,0.0,,,3.4,,,31.0,fall
2012-10-11,13.55,-0.04999999999999999,6.75,11.25,0.0,,,0.5,,,31.0,fall
2012-10-12,9.45,-1.7,3.9,14.1,0.0,,,1.3,,,31.0,fall
2012-10-13,15.2,-1.5,6.85,11.15,0.0,,,9.9,,,31.0,fall
2012-10-14,20.4,15.3,17.9,0.1,0.0,,,4.6,,,,fall
2012-10-15,15.9,6.3,11.1,6.9,0.0,,,1.3,,,,fall
2012-10-16,12.2,4.15,8.2,9.8,0.0,,,0.0,,,31.0,fall
2012-10-17,18.950000000000003,6.1,12.55,5.45,0.0,,,4.0,,,31.0,fall
2012-10-18,16.6,6.550000000000001,11.600000000000001,6.4,0.0,,,1.2,,,31.0,fall
2012-10-19,14.4,6.15,10.3,7.699999999999999,0.0,,,9.6,,,31.0,fall
2012-10-20,10.5,6.050000000000001,8.3,9.7,0.0,,,4.2,,,31.0,fall
2012-10-21,14.75,3.6500000000000004,9.2,8.8,0.0,,,0.2,,,31.0,fall
2012-10-22,19.1,1.7,10.4,7.6,0.0,,,1.2,,,31.0,fall
2012-10-23,13.6,8.75,11.2,6.800000000000001,0.0,,,6.4,,,31.0,fall
2012-10-24,18.6,8.45,13.55,4.45,0.0,,,0.3,,,31.0,fall
2012-10-25,23.6,9.7,16.700000000000003,1.2999999999999998,0.0,,,0.0,,,31.0,fall
2012-10-26,17.4,5.1,11.25,6.75,0.0,,,17.6,,,31.0,fall
2012-10-27,8.3,3.0,5.7,12.3,0.0,,,17.3,,,31.0,fall
2012-10-28,6.050000000000001,2.05,4.1,13.899999999999999,0.0,,,5.7,,,31.0,fall
2012-10-29,4.15,2.1,3.15,14.85,0.0,,,14.8,,,31.0,fall
2012-10-30,9.6,3.2,6.45,11.55,0.0,,,3.5,,,31.0,fall
2012-10-31,8.55,4.800000000000001,6.699999999999999,11.3,0.0,,,4.0,,,31.0,fall
2012-11-01,5.7,3.0,4.35,13.65,0.0,2.4,0.0,2.4,,,31.0,fall
2012-11-02,4.65,-0.05,2.3,15.7,0.0,0.8,,1.0,0.0,,31.0,fall
2012-11-03,4.85,-1.05,1.9,16.1,0.0,0.5,0.0,0.25,0.0,,31.0,fall
2012-11-04,3.7,-0.25,1.75,16.25,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-05,2.65,-3.45,-0.44999999999999996,18.450000000000003,0.0,0.0,0.0,0.1,0.0,,31.0,fall
2012-11-06,2.3,-4.1,-0.9,18.9,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-07,5.449999999999999,-3.55,0.95,17.05,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-08,6.199999999999999,-5.1,0.6000000000000001,17.4,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-09,6.4,-1.1,2.65,15.35,0.0,,0.0,0.0,0.0,,31.0,fall
2012-11-10,11.05,4.9,8.0,10.0,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-11,16.95,10.8,13.9,4.1,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-12,15.9,1.1,8.55,9.45,0.0,8.7,,8.399999999999999,0.0,,31.0,fall
2012-11-13,1.1,-0.6499999999999999,0.25,17.75,0.0,0.0,0.0,0.0,,,31.0,fall
2012-11-14,4.55,-3.6500000000000004,0.45,17.55,0.0,0.0,0.0,0.1,0.0,,31.0,fall
2012-11-15,6.800000000000001,-2.95,1.95,16.05,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-16,9.8,-4.5,2.6500000000000004,15.350000000000001,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-17,9.55,-3.6,3.0,15.0,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-18,11.05,-0.4,5.35,12.649999999999999,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-19,10.1,-0.8500000000000001,4.65,13.350000000000001,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-20,11.850000000000001,-0.15000000000000002,5.9,12.1,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-21,10.149999999999999,-2.5,3.85,14.15,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-22,14.05,-0.65,6.75,11.25,0.0,2.8,0.0,1.4,0.0,,31.0,fall
2012-11-23,11.0,-1.2,4.95,13.05,0.0,0.0,1.0,1.85,0.0,,31.0,fall
2012-11-24,1.15,-2.0,-0.45,18.45,0.0,0.0,,1.0,1.0,,31.0,fall
2012-11-25,0.2,-3.25,-1.55,19.55,0.0,0.0,2.0,1.25,,,31.0,fall
2012-11-26,1.3,-2.15,-0.6,18.6,0.0,0.0,0.0,0.0,,,31.0,fall
2012-11-27,2.1,-5.1,-1.5,19.5,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-28,2.1500000000000004,-4.4,-1.15,19.15,0.0,0.0,,0.0,0.0,,31.0,fall
2012-11-29,6.6,-4.199999999999999,1.25,16.75,0.0,0.0,0.0,0.0,0.0,,31.0,fall
2012-11-30,0.35,-3.2,-1.4500000000000002,19.450000000000003,0.0,0.0,1.0,0.3,0.0,,31.0,fall
2012-12-01,10.75,-2.55,4.1,13.9,0.0,6.2,0.0,3.1,,,31.0,winter
2012-12-02,11.3,6.2,8.8,9.2,0.0,7.0,0.0,9.75,0.0,,,winter
2012-12-03,13.5,1.0,7.25,10.75,0.0,,0.0,0.0,0.0,,31.0,winter
2012-12-04,14.25,3.3,8.8,9.2,0.0,8.3,0.0,7.8500000000000005,0.0,,31.0,winter
2012-12-05,3.6,-5.9,-1.15,19.15,0.0,0.0,,0.2,0.0,,31.0,winter
2012-12-06,2.4,-6.25,-1.9500000000000002,19.950000000000003,0.0,0.0,0.0,0.0,0.0,,31.0,winter
2012-12-07,6.199999999999999,-0.44999999999999996,2.9000000000000004,15.100000000000001,0.0,2.2,0.0,1.4000000000000001,0.0,,31.0,winter
2012-12-08,4.300000000000001,-1.25,1.5499999999999998,16.450000000000003,0.0,2.0,0.0,2.0,0.0,,31.0,winter
2012-12-09,1.65,-2.2,-0.30000000000000004,18.299999999999997,0.0,5.8,0.0,4.45,0.0,,31.0,winter
2012-12-10,4.5,-1.6,1.5,16.5,0.0,0.8,1.0,2.4000000000000004,0.0,,31.0,winter
2012-12-11,0.5,-3.85,-1.7,19.7,0.0,0.0,0.0,0.2,,,31.0,winter
2012-12-12,4.05,-2.8,0.6499999999999999,17.35,0.0,0.0,0.0,0.0,,,31.0,winter
2012-12-13,5.6,-5.05,0.30000000000000004,17.700000000000003,0.0,0.0,0.0,0.0,0.0,,31.0,winter
2012-12-14,6.15,-2.1,2.05,15.95,0.0,0.0,0.0,0.0,0.0,,31.0,winter
2012-12-15,5.0,-1.65,1.7000000000000002,16.299999999999997,0.0,5.5,0.0,2.75,0.0,,31.0,winter
2012-12-16,11.3,3.55,7.45,10.55,0.0,2.7,0.0,5.75,0.0,,31.0,winter
2012-12-17,8.100000000000001,3.2,5.7,12.3,0.0,,0.0,0.0,0.0,,31.0,winter
2012-12-18,3.6,-2.05,0.8,17.2,0.0,2.1,0.0,1.6,0.0,,31.0,winter
2012-12-19,5.0,-2.55,1.25,16.75,0.0,0.7,0.0,0.35,0.0,,31.0,winter
2012-12-20,6.55,-2.1,2.25,15.75,0.0,16.1,3.0,18.3,0.0,,31.0,winter
2012-12-21,1.95,-1.15,0.45,17.55,0.0,0.0,2.0,4.3,2.0,,31.0,winter
2012-12-22,-0.7,-3.3,-2.05,20.049999999999997,0.0,0.0,0.0,0.0,,,31.0,winter
2012-12-23,-0.15,-4.85,-2.55,20.549999999999997,0.0,0.0,0.0,0.0,1.0,,31.0,winter
2012-12-24,-0.4,-3.8499999999999996,-2.15,20.15,0.0,0.0,1.0,0.65,1.0,,31.0,winter
2012-12-25,0.6499999999999999,-4.800000000000001,-2.1,20.1,0.0,0.0,0.0,0.0,1.0,,31.0,winter
2012-12-26,-1.9,-6.15,-4.05,22.05,0.0,0.0,10.0,7.65,0.0,,31.0,winter
2012-12-27,-2.2,-5.4,-3.8,21.799999999999997,0.0,0.0,0.0,1.05,5.5,,31.0,winter
2012-12-28,-2.55,-8.25,-5.4,23.4,0.0,0.0,1.0,0.3,5.0,,31.0,winter
2012-12-29,-2.25,-5.2,-3.75,21.75,0.0,0.0,5.0,3.65,5.5,,31.0,winter
2012-12-30,-1.7999999999999998,-7.1,-4.5,22.5,0.0,0.0,,0.0,10.5,,31.0,winter
2012-12-31,-0.1,-7.4,-3.8,21.799999999999997,0.0,0.0,0.0,0.0,11.0,,31.0,winter
2013-01-01,-2.3499999999999996,-10.600000000000001,-6.5,24.5,0.0,0.0,,0.4,10.5,,31.0,winter
2013-01-02,-6.2,-10.75,-8.5,26.5,0.0,0.0,,0.0,10.0,,31.0,winter
2013-01-03,-2.8499999999999996,-7.1,-5.0,23.0,0.0,0.0,,0.0,10.0,,31.0,winter
2013-01-04,-2.7,-5.449999999999999,-4.1,22.1,0.0,0.0,0.0,0.0,10.0,,31.0,winter
